"","year","state","month","number","date"
"2991",1999,"Minas Gerais","jul",318,"1999-01-01"
"2992",2000,"Minas Gerais","jul",345,"2000-01-01"
"2993",2001,"Minas Gerais","jul",266,"2001-01-01"
"2994",2002,"Minas Gerais","jul",741,"2002-01-01"
"2995",2003,"Minas Gerais","jul",407,"2003-01-01"
"2996",2004,"Minas Gerais","jul",625,"2004-01-01"
"2997",2005,"Minas Gerais","jul",467,"2005-01-01"
"2998",2006,"Minas Gerais","jul",336,"2006-01-01"
"2999",2007,"Minas Gerais","jul",446,"2007-01-01"
"3000",2008,"Minas Gerais","jul",194,"2008-01-01"
"3001",2009,"Minas Gerais","jul",477,"2009-01-01"
"3002",2010,"Minas Gerais","jul",707,"2010-01-01"
"3003",2011,"Minas Gerais","jul",801,"2011-01-01"
"3004",2012,"Minas Gerais","jul",669,"2012-01-01"
"3005",2013,"Minas Gerais","jul",462,"2013-01-01"
"3006",2014,"Minas Gerais","jul",559,"2014-01-01"
"3007",2015,"Minas Gerais","jul",288,"2015-01-01"
"3008",2016,"Minas Gerais","jul",1.004,"2016-01-01"
"3009",2017,"Minas Gerais","jul",610,"2017-01-01"
"3010",1998,"Minas Gerais","aug",875,"1998-01-01"
"3011",1999,"Minas Gerais","aug",1.19,"1999-01-01"
"3012",2000,"Minas Gerais","aug",769,"2000-01-01"
"3013",2001,"Minas Gerais","aug",858,"2001-01-01"
"3014",2002,"Minas Gerais","aug",2.041,"2002-01-01"
"3015",2003,"Minas Gerais","aug",1.955,"2003-01-01"
"3016",2004,"Minas Gerais","aug",1.642,"2004-01-01"
"3017",2005,"Minas Gerais","aug",1.029,"2005-01-01"
"3018",2006,"Minas Gerais","aug",959,"2006-01-01"
"3019",2007,"Minas Gerais","aug",2.975,"2007-01-01"
"3020",2008,"Minas Gerais","aug",605,"2008-01-01"
"3021",2009,"Minas Gerais","aug",685,"2009-01-01"
"3022",2010,"Minas Gerais","aug",3.353,"2010-01-01"
"3023",2011,"Minas Gerais","aug",2.742,"2011-01-01"
"3024",2012,"Minas Gerais","aug",901,"2012-01-01"
"3025",2013,"Minas Gerais","aug",911,"2013-01-01"
"3026",2014,"Minas Gerais","aug",1.952,"2014-01-01"
"3027",2015,"Minas Gerais","aug",1.059,"2015-01-01"
"3028",2016,"Minas Gerais","aug",1.433,"2016-01-01"
"3029",2017,"Minas Gerais","aug",2.142,"2017-01-01"
"3030",1998,"Minas Gerais","sep",1.981,"1998-01-01"
"3031",1999,"Minas Gerais","sep",2.686,"1999-01-01"
"3032",2000,"Minas Gerais","sep",1.08,"2000-01-01"
"3033",2001,"Minas Gerais","sep",1.597,"2001-01-01"
"3034",2002,"Minas Gerais","sep",3.1,"2002-01-01"
"3035",2003,"Minas Gerais","sep",7.091,"2003-01-01"
"3036",2004,"Minas Gerais","sep",4.339,"2004-01-01"
"3037",2005,"Minas Gerais","sep",2.047,"2005-01-01"
"3038",2006,"Minas Gerais","sep",2.78,"2006-01-01"
"3039",2007,"Minas Gerais","sep",5.088,"2007-01-01"
"3040",2008,"Minas Gerais","sep",2.552,"2008-01-01"
"3041",2009,"Minas Gerais","sep",1.31,"2009-01-01"
"3042",2010,"Minas Gerais","sep",5.059,"2010-01-01"
"3043",2011,"Minas Gerais","sep",5.978,"2011-01-01"
"3044",2012,"Minas Gerais","sep",3.219,"2012-01-01"
"3045",2013,"Minas Gerais","sep",1.656,"2013-01-01"
"3046",2014,"Minas Gerais","sep",3.454,"2014-01-01"
"3047",2015,"Minas Gerais","sep",3.088,"2015-01-01"
"3048",2016,"Minas Gerais","sep",2.093,"2016-01-01"
"3049",2017,"Minas Gerais","sep",4.697,"2017-01-01"
"3050",1998,"Minas Gerais","oct",1.093,"1998-01-01"
"3051",1999,"Minas Gerais","oct",1.363,"1999-01-01"
"3052",2000,"Minas Gerais","oct",1.954,"2000-01-01"
"3053",2001,"Minas Gerais","oct",528,"2001-01-01"
"3054",2002,"Minas Gerais","oct",4.788,"2002-01-01"
"3055",2003,"Minas Gerais","oct",5.391,"2003-01-01"
"3056",2004,"Minas Gerais","oct",2.736,"2004-01-01"
"3057",2005,"Minas Gerais","oct",6.546,"2005-01-01"
"3058",2006,"Minas Gerais","oct",616,"2006-01-01"
"3059",2007,"Minas Gerais","oct",3.467,"2007-01-01"
"3060",2008,"Minas Gerais","oct",3.787,"2008-01-01"
"3061",2009,"Minas Gerais","oct",1.013,"2009-01-01"
"3062",2010,"Minas Gerais","oct",2.048,"2010-01-01"
"3063",2011,"Minas Gerais","oct",1.206,"2011-01-01"
"3064",2012,"Minas Gerais","oct",3.97,"2012-01-01"
"3065",2013,"Minas Gerais","oct",1.221,"2013-01-01"
"3066",2014,"Minas Gerais","oct",4.735,"2014-01-01"
"3067",2015,"Minas Gerais","oct",3.708,"2015-01-01"
"3068",2016,"Minas Gerais","oct",948,"2016-01-01"
"3069",2017,"Minas Gerais","oct",3.062,"2017-01-01"
"3070",1998,"Minas Gerais","nov",32,"1998-01-01"
"3071",1999,"Minas Gerais","nov",271,"1999-01-01"
"3072",2000,"Minas Gerais","nov",43,"2000-01-01"
"3073",2001,"Minas Gerais","nov",62,"2001-01-01"
"3074",2002,"Minas Gerais","nov",417,"2002-01-01"
"3075",2003,"Minas Gerais","nov",399,"2003-01-01"
"3076",2004,"Minas Gerais","nov",914,"2004-01-01"
"3077",2005,"Minas Gerais","nov",422,"2005-01-01"
"3078",2006,"Minas Gerais","nov",59,"2006-01-01"
"3079",2007,"Minas Gerais","nov",1.305,"2007-01-01"
"3080",2008,"Minas Gerais","nov",892,"2008-01-01"
"3081",2009,"Minas Gerais","nov",246,"2009-01-01"
"3082",2010,"Minas Gerais","nov",82,"2010-01-01"
"3083",2011,"Minas Gerais","nov",153,"2011-01-01"
"3084",2012,"Minas Gerais","nov",220,"2012-01-01"
"3085",2013,"Minas Gerais","nov",277,"2013-01-01"
"3086",2014,"Minas Gerais","nov",398,"2014-01-01"
"3087",2015,"Minas Gerais","nov",1.453,"2015-01-01"
"3088",2016,"Minas Gerais","nov",126,"2016-01-01"
"3089",2017,"Minas Gerais","nov",136,"2017-01-01"
"3090",1998,"Minas Gerais","dec",21,"1998-01-01"
"3091",1999,"Minas Gerais","dec",32,"1999-01-01"
"3092",2000,"Minas Gerais","dec",14,"2000-01-01"
"3093",2001,"Minas Gerais","dec",44,"2001-01-01"
"3094",2002,"Minas Gerais","dec",225,"2002-01-01"
"3095",2003,"Minas Gerais","dec",225,"2003-01-01"
"3096",2004,"Minas Gerais","dec",125,"2004-01-01"
"3097",2005,"Minas Gerais","dec",65,"2005-01-01"
"3098",2006,"Minas Gerais","dec",32,"2006-01-01"
"3099",2007,"Minas Gerais","dec",95,"2007-01-01"
"3100",2008,"Minas Gerais","dec",25,"2008-01-01"
"3101",2009,"Minas Gerais","dec",108,"2009-01-01"
"3102",2010,"Minas Gerais","dec",105,"2010-01-01"
"3103",2011,"Minas Gerais","dec",43,"2011-01-01"
"3104",2012,"Minas Gerais","dec",189,"2012-01-01"
"3105",2013,"Minas Gerais","dec",98,"2013-01-01"
"3106",2014,"Minas Gerais","dec",155,"2014-01-01"
"3107",2015,"Minas Gerais","dec",295,"2015-01-01"
"3108",2016,"Minas Gerais","dec",91,"2016-01-01"
"3109",1998,"Para","jan",0,"1998-01-01"
"3110",1999,"Para","jan",87,"1999-01-01"
"3111",2000,"Para","jan",30,"2000-01-01"
"3112",2001,"Para","jan",34,"2001-01-01"
"3113",2002,"Para","jan",144,"2002-01-01"
"3114",2003,"Para","jan",900,"2003-01-01"
"3115",2004,"Para","jan",579,"2004-01-01"
"3116",2005,"Para","jan",1.768,"2005-01-01"
"3117",2006,"Para","jan",403,"2006-01-01"
"3118",2007,"Para","jan",467,"2007-01-01"
"3119",2008,"Para","jan",131,"2008-01-01"
"3120",2009,"Para","jan",241,"2009-01-01"
"3121",2010,"Para","jan",437,"2010-01-01"
"3122",2011,"Para","jan",108,"2011-01-01"
"3123",2012,"Para","jan",392,"2012-01-01"
"3124",2013,"Para","jan",167,"2013-01-01"
"3125",2014,"Para","jan",251,"2014-01-01"
"3126",2015,"Para","jan",725,"2015-01-01"
"3127",2016,"Para","jan",1.322,"2016-01-01"
"3128",2017,"Para","jan",219,"2017-01-01"
"3129",1998,"Para","feb",0,"1998-01-01"
"3130",1999,"Para","feb",285,"1999-01-01"
"3131",2000,"Para","feb",29,"2000-01-01"
"3132",2001,"Para","feb",16,"2001-01-01"
"3133",2002,"Para","feb",120,"2002-01-01"
"3134",2003,"Para","feb",34,"2003-01-01"
"3135",2004,"Para","feb",20,"2004-01-01"
"3136",2005,"Para","feb",85,"2005-01-01"
"3137",2006,"Para","feb",49,"2006-01-01"
"3138",2007,"Para","feb",23,"2007-01-01"
"3139",2008,"Para","feb",54,"2008-01-01"
"3140",2009,"Para","feb",15,"2009-01-01"
"3141",2010,"Para","feb",102,"2010-01-01"
"3142",2011,"Para","feb",13,"2011-01-01"
"3143",2012,"Para","feb",63,"2012-01-01"
"3144",2013,"Para","feb",30,"2013-01-01"
"3145",2014,"Para","feb",37,"2014-01-01"
"3146",2015,"Para","feb",108,"2015-01-01"
"3147",2016,"Para","feb",430,"2016-01-01"
"3148",2017,"Para","feb",14,"2017-01-01"
